Transaction Hash,Time Taken
0xb23cc36f9c43db11cc484f229e5ae74631f8060e69b1a50cb183d67822a10277,13
0x37b817688bfd56ecca1407666a283c82d9f958cc3e686fd7f9afdf1411419f5e,19
0x1d729b8da735fdb9d5a5c2b264bc825d11ef206bf622f72a3527dfbbaa3a44cd,20
0x77c8557068b547a01ea090bb88d17405a81c9fa65ccc6163335e956439871533,5
0x4a40382cb60b11335c844e7a0cddab5c08a1e03a8547a3364af94695c82f06a3,6
0x19aaf9496bef29e6ac709939035b637226a013b54e2feafde50b5a64f80a7c1f,20
0x02b69b4b6534a3abbbc36f7b7fad556831811760d7799414a37c0db12ce315cf,20
0xd2330c88591c270a43e980b8e40c9f3ba008d88f283bf2c1a8600c29698e09d7,4
0xcd0d63a9766165ba974d27c286ceb00b92b520305301c91cd119ac7d9a4d38bc,6
0x8a62c79978c3263f3926fe152d4806395f88381fd36fcb7c281aa139aa8d1de1,5
0xec0cb09042f41acbde730d886f7b0e73cbd17cdbcdc469230b0d63abfe187516,8
0x2dc3ee21ad9d2038e3bebbad8bc2761fa114f393015e17d482936af444802484,8
0xae73a898f0264ab708aea6f5d589c9d8487499f3cad150923092f784658a1606,5
0x8f75fc52b90af88940b53d43e5dfe9de6471bff839886e47cebccc612ed7cfbc,7
0x1e390d2b141c276ec3876f95bbe211e09ef84022eba725acfa5a2c7b88809641,7
0xa7e5c54ef1a9b1d397d36837fe2b341274eff280eeb103bfe406c6da3e7a07f4,23
0x04fa56038aaa7717ea32f34b3bab259804a40de1a951cbcef6d890c8499a6431,11
0x799e35d6872eadd337e32cdca5345c67d9b338d18602cdc7a15e565ad188bace,11
0x8ad9dae548d04870e05401ee18e73b17f24ef86a11a7a29f000f5313c6f09ba2,20
0x2ee78092baa407534f26e9644d3a50dc4ed8eca71a332ba164a5be3cc66667b1,20
0x458dfa0961c72583ff8d4c1fc894ea527ff2f0d27e95d927cdbceed677aee533,20
0x73fba9cf99a6717b8c650ff3a2086760f62aa4ae31ccf70949d51094958b5e94,19
0x9cf5467e7bfa94d45b54076eb9fee64dcb154205d5e40734e25923b9e6174b7f,16
0xc8bb216bba4d88db568e446af27e09d4528ac056feac603b07f385bfe9456a29,20
0xe3d7c5964684751d767ea8918110b64f3f50dabf82e08871f49c0d853939543c,6
0x8350859a96e1b92f8c6e123f3b0d68814f08ae15f298ced2b5c9eb3de96def85,20
0x3e41659e696c6cf13f97a434b7ea9388cf2ad14315f728b048eaedf889967acf,19
0x6014b138ca4ff8701ae97c33bb3dec7f50ab0bc7ed99c4434130d29490870476,20
0x23a3d6648b50d0e420ebbc963e3dadfc5094c531eb3dba1d3ada0f08cb6fcd6a,20
0x1c4e36f47c91c902f03a0736e9b2e4f71d987486d26c9f8d7d908305fcf00d5f,21
0xd6d2e0d1c7ec1253c02081619b199fa4ab94581111ec26ad294d0347ca8f55c0,9
0xe27e327d14b4677e6b21dc2f232d5f4cfbdded5537c7fffbdcb5adb395e701ea,20
0x239ae98cb431a2046a39b405dd0d7c1540aec67ba46202eeafd67580bdfa395a,18
0x11dba914a7f23f4809c0f8752a80ffd62a650d5a1ce3c5a81ea8a8b977a82a2a,20
0x1e1f1abb7610cf1169646ca1aebf66b1d600c41dee400ac25aa46f9c0ba2598a,15
0x31f156bca17c5f47dbce122940136c89f8397288d716ffd223719d073412755c,7
0x0be5ae722241143e41cfbbd30664de9e9ae8c3880698401a819e2dd7477a8efa,20
0xae6597f5d9888e9f08488848f63736001b2c0bc95392f8f1d5a64b30dc2842a7,20
0x64e5b60cff07acd0ac34e562a572f4c966575f503262f23d24a8c4b6ef703305,20
0xd180f41720a04f878053225368ac5cea14084ada088eedae368fbff079c6d4d2,16
0x5a4585028921f211600dbfde53409084b689c6161fe6b7a1daf283a16054139f,12
0xf3a541a67b9626e91aa72cec4b6ffe4be3aa83b3e73c89156067a2cb36de4c6d,21
0x26b41bf146b796b4bec33af0b19942f8bb9e215f9b81bd7d554dabf97c6eb77f,9
0xfac92799e094ea571779a760a6d74a21e3db730ea6c9673909ada1fca450a6e8,2
0xc46ff97c67130f7f6ed4400062f4b0cc18e1f5e5dcc2d7e60f08eb8152885cf0,17
0x002bb14498f15f43b7e51e1117728317c95ad524159375286c8720db1368865c,19
0xafd100c98c51563b13d00432b47a76eb2fc5e421bc64190e5c253f571055abec,20
0xea45fedffd7cf0921f3be757bb7d7dc2d0a9f98be738dbff0f97ee17d8cffab8,20
0x2ddc997bfc1a83bd643ac6a0ab5c81216db493224e9f0e66cdc9306daeb7ee56,20
0xaa89fcde41748ac35e305e3eaad52fe917ed107accc080ef00cf1476ad3a4c6c,20
0x36ca7f6246856d73ce772f115f9442cae2a5cfec55b48b922949c705db302659,17
0x5dec277df3289a826b56f0af56abc6e147454d652d9311c9587c30ce42961e59,15
0x1a2432c9fbce0d377b4d2570bf0b2670df357610ffb54c8c71f65292abb9834e,21
0xea58b1f4c27322008248d6fed96a0cffa22c44273e17552b984aaedbc0512c46,13
0x28499940357fa470e49685f956bb3e9da851470731574a4cb8e9d80f00e44573,20
0xd7fd055e7f463aa82d9b4e7adeff85856ece788c884aef79c3faf996f94dd595,4
0x006931d389125655b8b31e80808962b246dd26158ce8bef7328e9f65778bfe89,10
0xaa2db8a5a865a74c99aa8ed7f284036ed1292010e3267fcb4173a646672b530d,20
0xf0df9946525e8fc00236aa4ea54aaa159642ebfd6dd282d2d7bd6ed3001581c5,16
0x5a5e6c530cf512e1c0180e34fe12a8093a6a2f7c26f207e5f04d0571921683e2,19
0xae742ae31390cfb5b7aa296ea4af2ed038d5a1a45b277bf5257d042c58edd3ac,5
0x6e74a434ba9a019da1f3bde2f736857e5b6b57ca27c127c00d843ea8ba9f17a8,20
0x04fe18776a30ce30129456d97a111ad8770a4e6b9cb3b63e95e58751d4533299,8
0xbdbb4ef40c98d43c27cf91e3d3ba9d6865d1e001df6b3d70f74f07eb6f12f585,2
0x015b3e27b6f22334e3f6bd2f0577f357fa5571a60c68b4bbf1555671f00ea4fd,8
0xb45f5817782ce06a830288bbfa61b6490add321df0259920760e65e3c1dbfa23,12
0x8b8c4cb80f6040de5ac9e62af2aa15c4e9076094911ff6d78f1246ffcf5356b1,20
0x3f84e08013ae215b6e70c83b208c0247c1b35d4ef415ded9701858337b543d4b,21
0x210799ed5ee53400877e7b61aa4577f1167ba05be15f838b613bf17b9fc106ce,20
0x7f5726a30e50235da11e0d7cce48178ae6789ea79e1dbc9fa5115c5c09d4875e,31
0x2067d96d51bb210507d90cdf9787f9962626c311140ce2b685781a62927a58c0,20
0x2067d96d51bb210507d90cdf9787f9962626c311140ce2b685781a62927a58c0,4
0xe075827bdc876996c9e68247fab6d290027086314aac37d67440a1f5833ad06e,20
0x49409dd7cdfe596e29711cb06c00e3dc87008e825f7f0ab41a53b12fa7784e57,9
0x5b1a17a38dfd3f3e109b68515ead8bb293a15b5f678e57d19cf6c2122f1e71d7,13
0xa915ecdbd7a293b66988d42c1499e37512533e3149450d58e27aa7a9a3da6634,12
0xca273d0b0303ceee2fab1e021db24530262b55ee40977cb65d5f699d5d25b6b4,20
0x48aff22e1c4a8e7057dbab44302f7413a5b3fe103426aa8b0f4f31d81d3dbb95,10
0xa89c8850350cd9da608c66298494fa1e9a3d1317273b63a4046d8d0e12678893,10
0x720dd55824c73385a569c704017a5a08802d7e6f9483e05c9153bd3741a158f2,3
0xcbb3cccc3324710b81676e63e83c5dfb11475d5a0b0e914174908d7f61a61c06,17
0xd9cd07a83e11fc9dbdeb4af1de98b19926278135735fcd997a8efcc968e240e6,20
0x381620a54367fe0136fafa6e8aeed8fe3cafce7ba7363400371fac32ed8c8296,21
0xb374739316edd35a317b76e0d776e8e9a130955c26f84fe455e27b7baeb0f9e3,19
0x92bbda542bfa2a044d5c579a868fcb122fa6ab72a45eaed7273a188b8f094539,20
0x78ea17881fce0cfa5a00a7220bfe202b272b6b1e8dd0ff5bee73ccf5a990ce09,20
0xa3f1f7b3b9c4a8a147b252760885f943d944d722f5bff3c2f9d19688e879df39,3
0xa6ea8eb4dcb49a805f2201e5b1c54bb040504dfbb6306e84c1fad2777052aaad,18
0x27e2e7e4f4a490d804084bf153a50a8ee94a0a5493cba1268c443598fcf74575,23
0x493c35120b414dfd7e874d8aa8431df8267ae0f9bd6227212299568e220837b8,20
0x5e49c53c095cd3090ad2d432405d0e515627f2bf7ee703255a88f0fee68f16f9,19
0x30c3788f6c81b04ce9b0d85777fd229c05e82980d4d98539dd076ad693ede0fe,19
0x9921b78b863fbe7d502888940c488d6f3a8958706f06d0788987e2f9c670da1e,12
0xb9ff5d97ba8bca6d48a602e2c0e62986c26926a6ae250d86830edf4a381a157b,12
0x77959284a515c4dbfd27303bb6385f7d9c79e7dcd6da138765932e19105f6d00,20
0xa2aebdb5faaa743f055b6e75a0c54fe181bd1f5ff92fce32595b11902ad6d967,20
0xba2a75470af3fba5edec2de65c7b4341de2ceea4e0ebf60e8ec6cf55936b3901,17
0xf35cdaae808b6851269e253b10a2c8651f7896ec46e665c637fbfd072b4043df,19
0xc3f26256a3802c1363c768e2f2666751e0bc47ff42b64afc3601c5e567c2e634,15
0xe291604912704f15ebcdd42073b45138c409b0d053f50a8e94bc963644bd2881,20
0x60392e2e90c938b03882cbe3d3351b4a33b0d5b6ea8c0402711e6c0148c2f45f,6
0xc282a197a4f1f0213b6a0418084a1e586e4ad97e9b0f7f8c2e05050b41f65217,5
0xe1fbca2b82747da9950f89f37f11358dfd1b524eaa0ee0e087572aa7bfe81d84,15
0xed5f1cd6724addccb7300abe6d73a0bb8e2120cafe8f0a5d2b71df89163d8ea6,14
0xfb20faf68796fcce2737c8d35b2ed5f06ac0cb1a4b9399474041fd328ce3cc52,8
0x57d3f736c8a9e196b820c8879ccdaf9116c8af46c7814598697e540c5b434efc,4
0xd715ff888d7c7d39bcc48c7d28cd9ebbbe58aceee632f66828caf2cdbc57306f,20
0xd3be9ab92f4b4c9a61a71234aa39c0f60123338f2504c5e298c54b30160573f2,10
0x312682e56a7bb9f9f01792935c064e3b12ac26c6039104135819c426bd352c78,20
